lexicon,label
半悬挂舵,施工
倒角圆弧半径,属性
舵板厚度,属性
船体结构钢,施工
黑色金属材料,施工
一般强度船体结构钢,施工
高强度船体结构钢,施工
船体结构钢韧性等级,属性
球扁钢,施工
型钢,施工
L型钢,施工
焊接错链钢,施工
耐压壳体钢板,施工
耐海水结构钢,施工
耐海水不锈钢,施工
耐海洋大气结构钢,施工
铁素体低温钢,施工
低磁钢,施工
向钢,施工
复合钢,施工
船体结构用铸钢,施工
船体结构用锻钢,施工
船舶机械用锻钢,施工
船舶机械用铸钢,施工
船舶轴系用钢,施工
铸造错链钢,施工
有色金属材料,施工
定义或说明,施工
船用铝合金,施工
变形铝合金,施工
铸造铝合金,施工
铝镁合金,施工
铝锌镁合金,施工
铝镁硅合金,施工
超低温用铝合金,施工
铝合金整体挤压壁板,施工
船用铜合金,施工
变形铜合金,施工
铸造铜合金,施工
蛭旋桨用铸造铜合金,施工
高阻尼铜合金,施工
船用钦合金,施工
牺牲阳极材料,施工
辅助阳极材料,施工
焊接材料,施工
船用焊条,施工
低氢焊条,施工
超低氢焊条,施工
高效焊条,施工
铁粉焊条,施工
重力焊条,施工
深熔焊条,施工
立向下焊条,施工
船用焊丝,施工
埋弧焊丝,施工
气体保护焊丝,施工
药芯焊丝,施工
铜合金焊丝,施工
铝合金焊丝,施工
船用焊剂,施工
保护气体,施工
涂料,施工
船舶涂料,施工
船底涂料,施工
船底防锈涂料,施工
船底防污涂料,施工
木船防污涂料,施工
自抛光防污涂料,施工
水线涂料,施工
船壳涂料,施工
枪杆涂料,施工
错链涂料,施工
甲板涂料,施工
防滑甲板涂料,施工
饮水舱涂料,施工
机舱涂料,施工
油舱涂料,施工
阳极屏蔽层涂料,施工
声纳导流罩涂料,施工
水下施工涂料,施工
防火涂料,施工
厚膜涂料,施工
车间底漆,施工
磷化底漆,施工
富锌底漆,施工
带锈底漆,施工
其它非金属材料,施工
玻璃纤维增强塑料,施工
碳纤维增强塑料,施工
芳纶纤维增强塑料,施工
混杂纤维增强塑料,施工
泡沫塑料,施工
围裙材料,施工
固体浮力材料,施工
微波吸收材料,施工
非金属阻力材料,施工
水声反声材料,施工
水声吸声材料,施工
水声透声材料,施工
水下胶粘剂,施工
密封材料,施工
铁梨木,施工
酚醛桦木层压板,施工
单层底船,建筑
双层底船,建筑
舭肘板,施工
遮蔽板,施工
活动铺板,施工
舭部污水沟,施工
沥青化合物,施工
双层底柜,施工
货舱口,进程
内底板,施工
木铺板,施工
双层底柜顶板,施工
轴隧顶板,施工
沥青溶液,施工
甲板敷料,施工
船用隔热材料,施工
船用胶合板,施工
不燃材料,施工
船用防火板材,施工
材料性能,属性
金属材料性能,属性
抗拉强度,属性
断面收缩率,属性
断后伸长率,属性
冲击吸收功,属性
冲击韧度,属性
脆性断裂,属性
延性断裂,属性
低温脆性,属性
断口形貌转变温度,属性
无塑性转变温度,属性
塑性断裂转变温度,属性
弹性断裂转变温度,属性
止裂温度,属性
层状撕裂,属性
纤维断面率,属性
应变时效,属性
焊接性,属性
涂层间附着力,属性
耐阴极剥离性,属性
渗毒率,属性
临界渗毒率,属性
耐盐水性,属性
防污性,属性
耐盐雾性,属性
耐海水性,属性
耐干湿交替性,属性
老化,属性
吸水性,属性
湿态强度,属性
层间剪切强度,属性
层间拉伸强度,属性
层间韧性,属性
待久强度极限,属性
耐燃性,属性
吸湿率,属性
憎水性,属性
持久强度极限,属性
非金属阻尼材料,施工
酚醒桲木层压板,施工
焊接描链钢,施工
抗裂性,属性
螺旋桨用铸造铜合金,施工
铀链涂料,施工
碳当量,属性
槐杆涂料,施工
锚泊设备,施工
锚头,施工
锚卸扣,施工
锚爪折角,进程
锚爪袭角,进程
抓重比,属性
锚啮入性,属性
锚抓力,属性
锚索,施工
锚缆,施工
锚链,施工
链径,施工
链节,施工
锚链等级,属性
锚端链节,施工
味端链节,施工
脱钩链节,施工
末端卸扣,施工
转环卸扣,施工
掣链器,施工
攀锚器,施工
掣链钩,施工
锚链简,施工
锚链管,施工
吊锚杆,施工
吊锚索具,施工
导链滚轮,施工
锚浮标,施工
系泊设备,施工
带缆桩,施工
带缆羊角,施工
导缆器,施工
导缆钳,施工
导向滚轮,施工
滚柱导缆器,施工
滚轮导缆器,施工
导缆孔,施工
巴拿马运河导缆孔,施工
圣劳伦斯航道导缆器,施工
掣索器,施工
缆索卷车,施工
缆索盘,施工
缆索,施工
系缆索,施工
拖缆,施工
浮筒卸扣,施工
船,建筑
船舶,建筑
轮,建筑
艇,建筑
筏,建筑
军船,建筑
军用船,建筑
民船,建筑
民用船,建筑
商船,建筑
运输船,建筑
工程船,建筑
工作船,建筑
海洋调查船,建筑
海洋开发船,建筑
渔业船,建筑
农用船,建筑
海船,建筑
海洋船,建筑
极区船,建筑
极地船,建筑
远洋船,建筑
沿海船,建筑
江海直达船,建筑
海峡船,建筑
海峡渡船,建筑
内河船,建筑
排水型船,建筑
浮型船,建筑
排水量船,建筑
半潜船,建筑
全潜船,建筑
潜水船,建筑
滑行艇,建筑
地效应船,建筑
地效翼船,建筑
飞翼船,建筑
气垫船,建筑
翱翔艇,建筑
腾空船,建筑
水翼艇,建筑
机动船,建筑
自航船,建筑
轮船,建筑
非机动船,建筑
非自航船,建筑
无动力船,建筑
核动力船,建筑
原子能船,建筑
内燃机船,建筑
柴油机船,建筑
汽轮机船,建筑
燃气轮机船,建筑
电力推进船,建筑
帆船,建筑
风帆船,建筑
机帆船,建筑
螺旋桨船,建筑
平旋推进器船,建筑
直翼推进器船,建筑
喷水推进船,建筑
喷水艇,建筑
喷气推进船,建筑
平甲板船,建筑
全通甲板船,建筑
长艏楼船,建筑
长艉楼船,建筑
中机型船,建筑
艉机型船,建筑
单体船,建筑
双体船,建筑
多体船,建筑
小水线面船,建筑
艏升高甲板船,建筑
升高艏甲板船,建筑
艉升高甲板船,建筑
升高艉甲板船,建筑
单甲板船,建筑
双甲板船,建筑
多甲板船,建筑
单壳体船,建筑
双壳体船,建筑
平底船,建筑
钢质船,建筑
木质船,建筑
轻合金船,建筑
玻璃钢船,建筑
玻璃钢艇,建筑
小艇,建筑
赛艇,建筑
运动艇,建筑
游艇,建筑
舢板,施工
趸船,建筑
浮箱,施工
船级,属性
船级社,进程
国际船级社协会,进程
入级,进程
入级检验,进程
入级符号,进程
入级标志,进程
船舶入级和建造规范,成果
入级证书,进程
国际海事组织,进程
国际船舶载重线公约,成果
国际海上人命安全公约,成果
国际海上避碰规则,成果
国际船舶吨位丈量公约,成果
国际防止船舶造成污染公约,成果
国际集装箱安全公约,成果
国际散装运输危险化学品船舶构造与设备规则,成果
国际散装运输液化气体船舶构造与设备规则,成果
苏伊士运河航行规则,成果
巴拿马运河航行规则,成果
圣劳伦斯航道共同规则,成果
五大湖航行规则,成果
船旗国,进程
船籍港,进程
法定检验,进程
国际船舶载重线证书,成果
客船安全证书,成果
货船构造安全证书,成果
货船设备安全证书,成果
货船无线电安全证书,成果
国际船舶保安证书,成果
货船安全证书,成果
免除证书,成果
国际吨位证书,成果
国际防止油污证书,成果
国际防止散装运输有毒液体物质污染证书,成果
国际防止生活污水污染证书,成果
国际散装运输液化气体适装证书,成果
国际散装运输危险化学品适装证书,成果
船舶国籍证书,成果
苏伊士运河专用吨位证书,成果
巴拿马运河吨位证书,成果
圣劳伦斯航道证书,成果
岸线,进程
放样设施,施工
涂装设施,施工
起重设施,施工
活络胎架,施工
沙坑,施工
船台,施工
倾斜船台,施工
水平船台,施工
半坞式船台,施工
露天船台,施工
室内船台,施工
船台小车,施工
自动船台小车,施工
电缆车,施工
拉桩,施工
连续式拉桩,施工
船台中心线板,施工
墩木,施工
龙骨增,施工
龙骨墩,施工
边墩,施工
般墩,施工
井字墩,施工
砂箱墩,施工
活络钢墩,施工
下水墩,施工
木樱,施工
铁樱,施工
船台坡度,属性
滑道,施工
纵向滑道,施工
横向滑道,施工
钢珠滑道,施工
舭墩,施工
木楔,施工
铁楔,施工
牵引式滑道,施工
油脂滑道,施工
直线滑道,施工
折线滑道,施工
弧形滑道,施工
两支点滑道,施工
船排滑道,施工
斜船架滑道,施工
横向梳式滑道,施工
横向高低轨滑道,施工
横向高低腿滑道,施工
下水翻转滑道,施工
滑道摇架,施工
滑道转盘,施工
下水车,施工
斜船架,施工
随船架,施工
船排,施工
下水油版,施工
下水油脂,施工
滑板,施工
下水横梁,施工
下水横粱,施工
下水支架,施工
蜡支架,施工
艏支架,施工
舰支架,施工
艉支架,施工
滑道坡度,属性
滑道间距,属性
滑道间距增量,属性
滑道末端水深,属性
滑道末端凹口,进程
平均线负荷,进程
过渡段,进程
横移区,空间
横移坑,施工
横移车,施工
止滑器,施工
保险撑,施工
下水制动装置,施工
升船机,施工
浮力升船机,施工
船用气囊,施工
船坞,施工
注水式船坞,施工
串联式船坞,施工
运河式船坞,施工
坞首,施工
坞口,进程
引船驳岸,施工
坞壁,施工
坞壁作业车,施工
坞底,施工
坞室,施工
坞坎,施工
门墩,施工
门槽,施工
坞门,施工
浮箱式坞门,施工
横拉式坞门,施工
横拉式坞,施工
人字式坞,施工
人字式坞门,施工
卧倒式坞门,施工
插板式坞门,施工
插板式坞,施工
叠梁式坞门,施工
推进式坞门,施工
单门式坞门,施工
修理,进程
修理门槽,施工
门坑,施工
门库,施工
廊道,施工
坞墩,施工
船坞引船车,施工
船坞水泵站,施工
进坞重量,属性
搁墩负荷,进程
浮船坞,施工
整体式浮船坞,施工
泵舱,空间
浮箱式浮船坞,施工
三段式浮船坞,施工
分体式浮船坞,施工
修船浮筒,施工
坞墙,施工
坞墙顶甲板,施工
安全甲板,施工
抬船甲板,施工
浮体,施工
浮船坞飞桥,施工
浮船坞总长,属性
浮体长,属性
坞体型宽,属性
坞内净宽,属性
浮船坞举力,属性
空坞吃水,属性
工作吃水,属性
最大沉深吃水,属性
空坞排水量,属性
浮船坞配载,属性
浮船坞挠度,属性
适坞性,属性
系坞墩,施工
沉坞坑,施工
浮船坞支墩,施工
浮船坞试验压,进程
浮船坞试验,进程
码头,施工
安装码头,施工
航装码头,施工
舾装码头,施工
试车码头,施工
靠船墩,施工
系船桩,施工
风暴缆桩,施工
登船梯,施工
船月,施工
叠粱式坞门,施工
井宇墩,施工
连续武拄棱,施工
疏浚,进程
疏浚点,进程
挖泥船,建筑
疏浚用船,建筑
疏浚船队,进程
疏浚设备,施工
疏浚工具,施工
吸管桥架,施工
链斗桥架,施工
吊架,施工
卸泥装置,施工
定位桩装置,施工
波浪补偿器,施工
自航挖泥船,建筑
非自航挖泥船,建筑
有限推进挖泥船,建筑
多用途挖泥船,建筑
组合式挖泥船,建筑
定位与移位设备,施工
挖槽,进程
挖泥机具,施工
真空释放阀,施工
装舱,进程
卸泥,进程
卸舱,进程
泥阱,施工
除气装置,施工
高压冲水泵,施工
高压冲水管,施工
吸扬挖泥船,建筑
喷射泵挖泥船,建筑
气力提升挖泥船,建筑
链斗挖泥船,建筑
正铲挖泥船,建筑
反铲挖泥船,建筑
抓斗挖泥船,建筑
拉铲挖泥船,建筑
绞吸挖泥船,建筑
带泥舱挖泥船,建筑
碎石船,建筑
落锤式碎石船,建筑
动力锤式碎石船,建筑
钻孔船,建筑
喷水挖泥船,建筑
河床平整器,建筑
冲吸挖泥船,建筑
耙吸挖泥船,建筑
对开耙吸挖泥船,建筑
边抛耙吸挖泥船,建筑
吸盘挖泥船,建筑
斗轮挖泥船,建筑
吹泥船,建筑
吸泥船,建筑
链斗自扬挖泥船,建筑
排泥管路,施工
排泥浮管,施工
浮筒,施工
水下管路,施工
扩散口,进程
排出喷口,进程
泥驳,进程
驳运泥土,进程
溜泥槽,进程
溜槽输泥,进程
泥井,施工
转向副翼,施工
输送带,施工
输送带输泥,进程
泥舱,空间
溢流装置,施工
底排口,进程
泥门启闭装置,施工
对开船体,空间
石块收集器,施工
分离筛,施工
泥舱溜泥槽,施工
水分离器,施工
开底泥驳,施工
对开泥驳,施工
抛石驳,施工
泥门,施工
洒水管道,施工
十字环支架,施工
环形接头,施工
伸缩接头,施工
填料函,施工
泥舱稀释装置,施工
排泥管接岸装置,施工
自浮泥管,施工
转动弯管,施工
边抛装置,施工
抽舱排泥装置,施工
自动排稀泥装置,施工
消能箱,施工
液压升降溢流筒,施工
浮动接力泵站,施工
排泥管特性曲线,进程
沉石箱,施工
作业运动,进程
工作锚,施工
抛错艇,建筑
抛描杆,施工
定位桩,施工
抛描桩,施工
导缆桩,施工
移动桩,施工
提升桩,施工
定位桩台车,施工
纵移式作业,进程
横移式作业,进程
边错绞车,施工
末端浮筒绞车,施工
雒错绞车,施工
婉错绞车,施工
起吊绞车,施工
移驳绞车,施工
耙头绞车,施工
耙中绞车,施工
弯管绞车,施工
三缆定位系统,施工
定位桩架,施工
水下导缆桩沺,施工
泥浆,施工
泥浆泵,施工
潜水泥泵,施工
泥浆浓度,属性
吸入管路,施工
吸泥管,施工
耙臂,施工
喷射泵助吸器,施工
输泥管路,施工
船内输泥管,施工
转动管接头,施工
搅松器,施工
水力搅松器,施工
机械搅松器,施工
转动搅松器,施工
斗轮,施工
刀轮,施工
绞刀,施工
泥浆泵效率,属性
泥浆泵的有效功率,属性
泥浆泵总扬程,属性
泥浆泵特性曲线,进程
胶衬泥浆泵,施工
双壳泥浆泵,施工
水封泵,施工
喷射泵,施工
喷射泵水泵,施工
气力提升泵,施工
高压水喷嘴,施工
喷水装置,施工
绞刀架,施工
吸头,施工
耙头,施工
吸盘,施工
自动调节型耙头,施工
喷水耙头,施工
耙吸装置,施工
泥斗组件,施工
斗塔,施工
泥斗,施工
斗容,施工
斗链,施工
斗链节距,属性
上导轮,施工
下导轮,施工
副链斗桥架,施工
斗链张紧装置,施工
斗链下部弧线,进程
斗链悬链线,进程
导链滚子,施工
斗链原动机,施工
斗链传动装置,施工
连续斗链,施工
间隔斗链,施工
桥档护木,施工
泥斗斗销,施工
碎泥刀,施工
抓斗机,施工
抓斗,施工
双顿抓斗,施工
多顿抓斗,施工
全齿抓斗,施工
带齿抓斗,施工
单索抓斗,施工
双索抓斗,施工
液压抓斗,施工
抓斗稳索,施工
铲扬机,施工
铲斗,施工
反铲铲斗,施工
抓斗机尾半径,属性
抓斗升程,属性
抓斗舷外跨距,属性
抓斗最大吊高,属性
倒斗频率,属性
推压机构,施工
原动机,施工
柴油机挖泥船,建筑
柴电驱动挖泥船,建筑
柴液驱动挖泥船,建筑
蒸汽机挖泥船,建筑
燃气轮机挖泥船,建筑
电动挖泥船,建筑
电液驱动挖泥船,建筑
挖泥船控制系统,施工
挖泥船定位系统,施工
挖泥船自动控制系统,施工
流量计,施工
浓度计,施工
流速计,施工
挖深指示器,施工
绳长计,施工
倒斗计数器,施工
产量仪,施工
装载吃水仪,施工
装载仪,施工
基槽断面显示仪,施工
疏浚作业监视仪,施工
耙吸管位置监视仪,施工
水声土层地貌仪,施工
产量,属性
挖深,属性
最大挖深,属性
最小挖深,属性
排距,属性
铲斗挖泥船臂距,属性
抓斗跨距,属性
最大排高,属性
泥舱容积,属性
泥舱有效容积,属性
设计挖深,属性
经济挖深,属性
最大挖宽,属性
最小挖宽,属性
最大排距,属性
舱面属具,施工
风雨密性,属性
通孔尺寸,属性
透光尺寸,属性
左开式,施工
右开式,施工
非水密门,施工
风雨密门,施工
防火门,施工
水密门,施工
滑移式水密门,施工
舷墙门,施工
舷门,施工
气密门,施工
脱险口,进程
舷窗,施工
矩形窗,施工
窗,施工
天窗,施工
铸梯,施工
软梯,施工
绳梯,施工
吃水梯,施工
索具,施工
螺旋扣,施工
系索羊角,施工
眼板,施工
眼环,施工
天幕,施工
夭幕,施工
天幕帘,施工
围帘,施工
天幕索,施工
栏杆,施工
风暴扶手,施工
安全索,施工
货舱盆,施工
货舱盖,施工
拼装舱盖,施工
机械舱盖,施工
舱盖,施工
折盈式舱盖,施工
滚动式舱盖,施工
滚翻式舱盖,施工
舱口活动梁,施工
封舱装置,施工
防水盖布,施工
舱口压条,施工
封舱锁条,施工
封舱楔,施工
封舱楔耳,施工
舱盖压紧装置,施工
挠性密封装置,施工
气胀密封垫,施工
舱盖启闭装置,施工
舱盖起升器,施工
舱盖曳行装置,施工
出入舱口盖,施工
逃生口盖,施工
油舱盖,施工
煤舱盖,施工
平衡舱盖,施工
速闭舱盖,施工
人孔盖,施工
舱面用具,施工
帆缆用具,施工
吊板,施工
碰垫,施工
防鼠板,施工
撤缆绳,施工
撇缆枪,施工
帆布通风筒,施工
堵漏用具,施工
杂物吊杆,施工
测深台,施工
测深锤,施工
承接,进程
勘验校对工程,进程
船舶修理合同,进程
原始修理工程单,进程
施工修理工程单,进程
预算,进程
框价,进程
预留成本,进程
适修状态,进程
开工,进程
进出坞,进程
住坞,进程
坞期,进程
包坞,进程
并坞,进程
扫尾工程,进程
修理完工,进程
违约金,进程
计划工时,进程
定额工时,进程
估价工时,进程
实动工时,进程
船舶修理修正补充合同,进程
机务代表,进程
保修,进程
工程总验收单,进程
招标,进程
投标,进程
航修,进程
坞修,进程
排修,进程
小修,进程
岁修,进程
检修,进程
抢修,进程
改装工程,进程
签订合同,进程
工程范围,进程
加账工程,进程
减账工程,进程
追加工程,进程
附加工程,进程
隐蔽工程,进程
缓装工程,进程
保修期,进程
坞修期,进程
工程总价,进程
定价,进程
计划价格,进程
进度款,进程
预估修费,进程
暂定价,进程
保险金,进程
延期付款,进程
可调蝠距螺旋桨,施工
双向可调螺距螺旋桨,施工
桨叶轴承,施工
桨軗,施工
桨軗连接件,施工
法兰防护,施工
中间轴,施工
伺服传动装置,施工
中间连接轴,施工
液压装置,施工
控制,进程
螺距调节,进程
遥控系统,施工
手控系统,施工
环形力轴承,施工
耳轴承,施工
环形耳轴承,施工
滑块机构,施工
连接机构,施工
安全极限保护,进程
船用锅炉,空间
单烟道锅炉,空间
额定参数,属性
放气阀,施工
废气旁通调节阀,施工
辅锅炉,空间
分联箱锅炉,空间
辅锅炉吹灰装置,施工
辅锅炉自动燃烧装置,施工
辅蒸汽阀,施工
给水阀,施工
给水自动调节装置,施工
锅壳式锅炉,空间
锅炉半自动控制,进程
锅炉程度控制,进程
锅炉机动性试验,进程
锅炉全自动控制,进程
锅炉支座,施工
锅炉自动控制装置,施工
锅水取样阀,施工
回油式油雾化器,施工
滑参数,属性
机械压力油雾化器,施工
空气雾化,进程
空气油雾化器,施工
肋片锅炉,空间
立式长直水管锅炉,空间
立式短直水管锅炉,空间
立式横水管锅炉,空间
立式烟管锅炉,空间
立式直水管锅炉,空间
流化床废气锅炉,空间
流化床锅炉,空间
排污阀,施工
平流式调风器,施工
燃烧器性能试验,进程
燃烧调整试验,进程
燃烧自动调节装置,施工
燃油废气交替式锅炉,空间
燃油废气组合式锅炉,空间
热油炉,空间
三锅筒锅炉,空间
上排污阀,施工
上升管,施工
双锅筒锅炉,空间
双路循环锅炉,空间
双压锅炉,空间
双烟道锅炉,空间
双色水位表,进程
水位调节,进程
卧式热水锅炉,空间
卧式烟管锅炉,空间
熄火保护,进程
下降管,施工
下排污阀,施工
旋流式调风器,施工
烟管锅炉,空间
烟水管锅炉,空间
验水阀,施工
针形管锅炉,空间
蒸汽密封性试验,进程
蒸汽温度自动调节装置,施工
蒸汽雾化,进程
蒸汽雾化器,施工
主锅炉,空间
主蒸汽阀,施工
转杯式燃烧器,施工
舵,施工
差动舵,施工
詹克舵,施工
流线型舵,施工
悬挂舵,施工
吊舵,施工
悬舵,施工
平衡舵,施工
舵轴舵,施工
流线型平衡舵,施工
反应舵,施工
整流舵,施工
导流罩舵,施工
导流帽舵,施工
襟翼舵,施工
制流板舵,施工
平板舵,施工
舵叶,施工
舵臂,施工
舵杆,施工
主舵杆,施工
舵销,施工
舵轴,施工
舵承,施工
舵杆填料函,施工
舵杆挡圈,施工
舵钮,施工
转柱舵,施工
操舵轮,施工
三脚桅,施工
析架桅,施工
可倒桅,施工
桅柱,施工
顶桅,施工
桅肩,施工
桅横杆,施工
了望台,施工
雷达平台,施工
桅索具,施工
吊杆装置,施工
重型吊杆装置,施工
双杆吊货装置,施工
吊杆,施工
舷外跨距,属性
吊杆仰角,属性
吊杆偏角,属性
悬高杆长比,属性
拖钩,施工
拖曳弓架,施工
主缆,施工
操纵缆,施工
无缆系结装置,施工
舱底水系统,施工
机器处所舱底水,施工
舱底水总管,施工
机器处所应急舱底水吸管,施工
直通舱底泵吸管,施工
舱底水盲断装置,施工
机器处所舱底水油水分离系统,施工
舱底水油水分离器吸入管,施工
舱底水油水分离器排油管,施工
压载水系统,施工
总管式压载水系统,施工
支管式压载水系统,施工
横倾平衡压载水系统,施工
压载水,施工
压载水支管,施工
压载扫舱管,施工
甲板排水系统,施工
甲板排水,施工
甲板排水管,施工
冷库排水口,进程
疏水系统,施工
疏排水舷外排出管关闭装置,施工
空气系统,施工
空气管,施工
空气集合管,施工
测深管,施工
注入管,施工
海水箱蒸汽,施工
海水箱融冰蒸汽管,施工
水舱,空间
水灭火系统,施工
消防水总管,施工
自动喷水灭火系统,施工
自动喷水系统压力柜,施工
二氧化碳灭火系统,施工
卤代烃灭火系统,施工
蒸汽灭火系统,施工
泡沫灭火系统,施工
机器处所的固定低膨胀泡,进程
机器处所的固定高膨胀泡,进程
生活污水系统,施工
生活污水收集系统,施工
生活污水重力式收集系统,施工
生活污水真空式收集系统,施工
生活污水处理系统,施工
船舶制冷系统,施工
压编制冷系统,施工
吸收式制冷系统,施工
冷截系统,施工
船舶空气调节,进程
集中式空气调节,进程
末端再加热式空气调节系统,施工
双风管空气调节系统,施工
高速诱导式空气调节,进程
船铂通风系统,施工
船舶机械式通风系统,施工
高速诱导式通风系统,施工
货油装卸系统,施工
货油装卸总管,施工
货油装卸支管,施工
甲板,施工
直接装,施工
货油舱透气系统,施工
总管式透气,进程
独立式透气,进程
驱气系统,施工
货油舱扫舱系统,施工
扫舱,空间
小直径排岸管,施工
货油舱蒸汽加热系统,施工
货油舱热油加热系统,施工
甲板洒水系统,施工
货油舱洗舱系数,属性
货油舱水洗舱,空间
原油洗舱系统,施工
专用压载水系统,施工
惰性气体系统,施工
甲板泡,进程
货油软管,施工
舱底水油水分离器排出管,施工
舱底水支管,施工
测深系统,施工
船加机械式通风系统,施工
船舶空气调节系统,施工
船舶通风系统,施工
船舶系统,施工
集中式空气调节系统,施工
甲板货油总管,施工
独立式透气系统,施工
甲板泡沫灭火系统,施工
甲板排水口,进程
高速诱导式空气调节系统,施工
冷藏系统,施工
海水箱蒸汽吹洗管,施工
货油舱加热系统,施工
货油舱水洗舱系统,施工
排油监控系统,施工
驱戈系统,施工
消防系统,施工
区域再加热式空气调节系统,施工
全铅供暖系统,施工
全船供水系统,施工
压缩制冷系统,施工
热水供暖系统,施工
日用淡水系统,施工
日用热水系统,施工
压载水总管,施工
日用卫生水系统,施工
溢流管,施工
饮用水系统,施工
扫舱支管,施工
扫舱总管,施工
蒸汽供暖系统,施工
直接装注油管,施工
风管空气调节系统,施工
水舱防冻蒸汽管,施工
注入系统,施工
注入总管,施工
范排水舷外排出管关闭装置,施工
流长系统,施工
总管式透气系统,施工
船舶环境,状态
诱发环境,状态
船舶环境因橐,状态
船舶环境条件,状态
船舶气候环境,状态
船舶生输环境,状态
船舶化学活性物质环境,状态
船舶机械环境,状态
船舶机械作用的物质环境,状态
船舶环境参数,状态
船舶环境参数严酷等级,状态
海洋水文要素,状态
海况,状态
海洋环境,状态
海洋磁场,状态
漳洋嗓胄场,状态
淘洋压力场,状态
船舶物理场,状态
船舶电磁环境,状态
船舶电磁干扰,状态
船舶电磁兼窖,状态
船舶露天温度,属性
自由空气条件,状态
船舶舱室温度,属性
船舶高温环境,状态
船舶低温环境,状态
船舶湿热环境,状态
船舶凝露环境,状态
船舶吸附环境,状态
船舶吸收环境,状态
船舶扩散环境,状态
船舶呼吸环境,状态
诱发温度环境,状态
温度骤变,进程
气候应力,进程
灌沙,进程
海流,进程
海冰,进程
浮冰群,进程
海雾,进程
油雾,进程
油雾含量,属性
盐雾,进程
盐雾含量,属性
盐雾沉降率,属性
船舶冲击,进程
船舶冲击运动,进程
船舶冲击破坏,进程
速度冲击,进程
船舶撮动,进程
船舶颠震,进程
船舶倾斜,进程
船舶擂攫,进程
机械应力,进程
螺麓桨嗓声,进程
船舶主辅机噪声,进程
船体结构噪寅,进程
流体动力噪声,进程
淹冰,进程
淹况,进程
潮沙,进程
船舶舱宣温度,属性
船舶冲击碰坏,进程
船舶电滋干扰,进程
船舶电磁兼容,进程
船舶环境因壹,进程
海洋磕场,状态
海洋水文要橐,状态
海洋压力场,状态
海洋嗓声场,状态
螺旋桨噪声,进程
温度骠变,进程
盐雾沉降辜,进程
船舶摇摆,进程
船体结构噪声,进程
船舶静力性能,属性
浮性,属性
浮态,属性
横倾,状态
横倾角,属性
纵倾,状态
纵倾角,属性
正浮,状态
船倾,状态
舰倾,状态
浮力,进程
损失浮力,进程
储备浮力,进程
浮心,进程
浮心纵向坐标,进程
浮心横向坐标,进程
浮心垂向坐标,进程
浮心曲线,进程
漂心,进程
漂心纵向坐标,进程
漂心横向坐标,进程
重心,进程
重心纵向坐标,进程
重心横向坐标,进程
重心垂向坐标,进程
静水力曲线,进程
邦戎曲线,进程
横剖面面积曲线,进程
费尔索夫图谱,进程
水线面面积曲线,进程
每厘米吃水吨数曲线,进程
每厘米纵倾力矩曲线,进程
型排水体积曲线,进程
总排水量曲线,进程
稳性,属性
横稳性,属性
纵稳性,属性
初稳性,属性
静稳性,属性
动稳性,属性
破舱稳性,属性
复原力矩,属性
复原力臂,属性
大倾角稳性,属性
稳性衡准数,属性
横倾力矩,属性
纵倾力矩,属性
最小倾复力矩,属性
风压倾斜力矩,属性
计算风力作用力臂,属性
稳心,进程
横稳心,进程
横稳心垂向坐标,进程
纵稳心,进程
纵稳心垂向坐标,进程
稳心半径,属性
稳心曲线,进程
重稳距,属性
横重稳距,属性
纵重稳距,属性
初重稳距,属性
修正后初重稳距,属性
静稳性曲线,进程
稳性消失角,属性
最大复原力臂角,属性
动稳性曲线,进程
动横倾角,属性
动倾复角,属性
形状稳性力臂曲线,进程
自由液面,进程
自由液面修正,进程
进水角,属性
极限重心垂向坐标曲线,进程
不沉性,属性
水密分舱,空间
渗透率,属性
面积渗透率,属性
业务衡准数,属性
分舱因数,属性
可浸长度,属性
许可舱长,属性
破舱水线,进程
损失水线面面积,属性
分舱吃水,进程
分舱载重线,进程
最深分舱载重线,进程
限界线,进程
对称浸水,进程
不对称浸水,进程
灌注扶正,进程
下水,进程
舰浮,状态
舰落,状态
船落,状态
船落高度,属性
船沉,状态
舫沉深度,属性
下水重量,属性
下水曲线,进程
船舶快速性,属性
船舶阻力,属性
湿面积,属性
航速,属性
拖曳航速,属性
自由航速,属性
设计航速,属性
服务航速,属性
试航速度,属性
总阻力,属性
摩擦阻力,属性
压阻力,属性
兴波阻力,属性
粘压阻力,属性
粘性阻力,属性
空气阻力,属性
附体阻力,属性
波型阻力,属性
破波阻力,属性
舰流阻力,属性
飞溅阻力,属性
汹涛阻力,属性
浅水阻力,属性
浅水效应,属性
狭航道阻力,属性
狭航道效应,进程
粗糙度阻力,属性
剩余阻力,属性
阻力系数,属性
形状系数,属性
江面坡度阻力,属性
江面坡度推力,属性
粗糙度阻力系数,属性
湿面积系数,属性
船舶性能,属性
续航力,属性
海军系数,属性
有效功率,属性
污底,施工
阻力换算修正值,进程
推力减额,进程
推力减额分数,属性
自航因子,进程
伴流,进程
标称伴流,进程
伴流分数,属性
推力减额因数,进程
泰勒伴流因数,进程
有效推力,属性
推进系数,属性
船后推进器效率,属性
推进效率,属性
船身效率,属性
相对旋转效率,属性
—船后螺旋桨效率,属性
船模试验水池,空间
船模拖曳试验水池,空间
循环水槽,施工
空化水筒,施工
伴流模拟,进程
相当平板,施工
假底,施工
